tconst	ordering	nconst	category	job	characters
tt0000248	5	nm0808310	cinematographer	\N	\N
tt0000249	1	nm0808310	director	\N	\N
tt0000249	2	nm0808310	producer	producer	\N
tt0000250	1	nm0005717	director	\N	\N
tt0000250	2	nm0005717	cinematographer	\N	\N
tt0000251	1	nm0177862	director	\N	\N
tt0000252	1	nm0349785	director	\N	\N
tt0000253	1	nm0095816	director	\N	\N
tt0000253	2	nm0666972	producer	producer	\N
tt0000254	1	nm0349785	director	\N	\N
tt0000255	1	nm0349785	director	\N	\N
tt0000256	1	nm0005658	cinematographer	\N	\N
tt0000257	1	nm0349785	director	\N	\N
tt0000258	1	nm0349785	director	\N	\N
tt0000259	1	nm0349785	director	\N	\N
tt0000260	1	nm0349785	director	\N	\N
tt0000261	1	nm0617588	actor	\N	"[""The Sleeping Man""]"
tt0000261	2	nm0617588	director	\N	\N
tt0000261	3	nm0617588	producer	producer	\N
tt0000262	1	nm0349785	director	\N	\N
tt0000264	1	nm0617588	actor	\N	"[""L'illusioniste""]"
tt0000264	2	nm0617588	director	\N	\N
tt0000264	3	nm0617588	producer	producer	\N
tt0000265	1	nm0335788	actor	\N	"[""Chimmie Hicks""]"
tt0000265	2	nm0035502	cinematographer	\N	\N
tt0000266	1	nm0035502	cinematographer	\N	\N
tt0000267	1	nm0349785	director	\N	\N
tt0000268	1	nm0349785	director	\N	\N
tt0000269	1	nm0666972	director	\N	\N
tt0000269	2	nm0666972	producer	producer	\N
tt0000270	1	nm0349785	director	\N	\N
tt0000271	1	nm0349785	director	\N	\N
tt0000272	1	nm0808310	director	\N	\N
tt0000272	2	nm0808310	producer	producer	\N
tt0000272	3	nm0808310	cinematographer	\N	\N
tt0000273	1	nm1040375	actor	\N	"[""The Officer""]"
tt0000273	2	nm1894886	actor	\N	"[""The Missionary""]"
tt0000273	3	nm1895457	actress	\N	"[""The Girl""]"
tt0000273	4	nm0932055	director	\N	\N
tt0000273	5	nm0932055	writer	\N	\N
tt0000273	6	nm0932055	producer	producer	\N
tt0000273	7	nm0932055	cinematographer	\N	\N
tt0000274	1	nm0349785	director	\N	\N
tt0000275	1	nm0349785	director	\N	\N
tt0000276	1	nm0349785	director	\N	\N
tt0000277	1	nm0349785	director	\N	\N
tt0000278	1	nm0168621	self	\N	"[""Self""]"
tt0000279	1	nm0168621	actor	\N	\N
tt0000279	2	nm0555522	cinematographer	\N	\N
tt0000280	1	nm0168621	actor	\N	\N
tt0000280	2	nm0555522	cinematographer	\N	\N
tt0000281	1	nm0168621	actor	\N	\N
tt0000281	2	nm0035502	cinematographer	\N	\N
tt0000282	1	nm0349785	director	\N	\N
tt0000283	1	nm0349785	director	\N	\N
tt0000284	1	nm0349785	director	\N	\N
tt0000285	1	nm0095816	director	\N	\N
tt0000285	2	nm0666972	producer	producer	\N
tt0000286	1	nm0349785	director	\N	\N
tt0000287	1	nm0085865	director	\N	\N
tt0000287	2	nm0807236	director	\N	\N
tt0000287	3	nm0085865	producer	producer	\N
tt0000287	4	nm0807236	producer	producer	\N
tt0000288	1	nm0349785	director	\N	\N
tt0000289	1	nm0349785	director	\N	\N
tt0000290	1	nm0349785	director	\N	\N
tt0000291	1	nm0349785	director	\N	\N
tt0000292	1	nm0349785	director	\N	\N
tt0000293	1	nm0349785	director	\N	\N
tt0000294	1	nm0349785	director	\N	\N
tt0000295	1	nm0349785	director	\N	\N
tt0000296	1	nm10501864	actress	\N	"[""Dancer""]"
tt0000296	2	nm0349785	director	\N	\N
tt0000297	1	nm0349785	director	\N	\N
tt0000298	1	nm0349785	director	\N	\N
tt0000299	1	nm0349785	director	\N	\N
tt0000300	1	nm0085865	actor	\N	"[""Chalk-Talk Artist""]"
tt0000300	2	nm0085865	director	\N	\N
tt0000300	3	nm0085865	producer	producer	\N
tt0000300	4	nm0807236	producer	producer	\N
tt0000300	5	nm0807236	cinematographer	\N	\N
tt0000301	1	nm0692105	director	\N	\N
tt0000301	2	nm0324473	writer	play	\N
tt0000302	1	nm0349785	director	\N	\N
tt0000303	1	nm0349785	director	\N	\N
tt0000304	1	nm2940072	actor	\N	"[""Willy - the little grandson""]"
tt0000304	2	nm0808310	director	\N	\N
tt0000304	3	nm0808310	producer	producer	\N
tt0000305	1	nm0112631	actress	\N	\N
tt0000305	2	nm0349785	director	\N	\N
tt0000306	1	nm0076800	actress	\N	"[""Hamlet""]"
tt0000306	2	nm0536252	actor	\N	"[""Laertes""]"
tt0000306	3	nm1267013	actress	\N	"[""A page""]"
tt0000306	4	nm0561109	director	\N	\N
tt0000306	5	nm0000636	writer	"play ""Hamlet"""	\N
tt0000306	6	nm5670483	producer	producer	\N
tt0000306	7	nm0561109	producer	producer	\N
tt0000307	1	nm0085865	actor	\N	"[""Happy Hooligan""]"
tt0000307	2	nm0085865	director	\N	\N
tt0000307	3	nm1112850	writer	"comic strip ""Happy Hooligan"""	\N
tt0000308	1	nm2940350	actress	\N	"[""Little girl""]"
tt0000308	2	nm2940072	actor	\N	"[""Little brother""]"
tt0000308	3	nm0808310	director	\N	\N
tt0000308	4	nm0808310	producer	producer	\N
tt0000308	5	nm0808310	editor	\N	\N
tt0000309	1	nm0164281	actress	\N	"[""Passenger""]"
tt0000309	2	nm0378408	actor	\N	"[""Driver""]"
tt0000309	3	nm0378408	director	\N	\N
tt0000309	4	nm0378408	producer	producer	\N
tt0000310	1	nm0335788	actor	\N	"[""Chimmie Hicks""]"
tt0000310	2	nm0151209	actress	\N	\N
tt0000310	3	nm0035502	cinematographer	\N	\N
tt0000312	1	nm0349785	director	\N	\N
tt0000313	1	nm0809419	actress	\N	"[""Young woman""]"
tt0000313	2	nm0338379	actor	\N	"[""Man""]"
tt0000313	3	nm0808310	director	\N	\N
tt0000313	4	nm0808310	producer	producer	\N
tt0000314	1	nm0349785	director	\N	\N
tt0000315	1	nm0349785	director	\N	\N
tt0000316	1	nm0349785	director	\N	\N
tt0000317	1	nm0349785	director	\N	\N
tt0000318	1	nm13155558	actor	\N	\N
tt0000318	2	nm0804433	actor	\N	"[""Koechin""]"
tt0000318	3	nm0804434	director	\N	\N
tt0000318	4	nm0804433	writer	\N	\N
tt0000318	5	nm0804434	cinematographer	\N	\N
tt0000319	1	nm1272063	actor	\N	\N
tt0000319	2	nm1272675	actor	\N	\N
tt0000319	3	nm0793094	director	\N	\N
tt0000319	4	nm0793094	cinematographer	\N	\N
tt0000320	1	nm0349785	director	\N	\N
tt0000321	1	nm0692105	director	\N	\N
tt0000322	1	nm0005717	director	\N	\N
tt0000322	2	nm0005717	cinematographer	\N	\N
tt0000323	1	nm0349785	director	\N	\N
tt0000324	1	nm0349785	director	\N	\N
tt0000325	1	nm0112631	actress	\N	\N
tt0000325	2	nm0349785	director	\N	\N
tt0000326	1	nm0112631	actress	\N	\N
tt0000326	2	nm0349785	director	\N	\N
tt0000327	1	nm0349785	director	\N	\N
tt0000328	1	nm0349785	director	\N	\N
tt0000329	1	nm0349785	director	\N	\N
tt0000330	1	nm0349785	director	\N	\N
tt0000331	1	nm0349785	director	\N	\N
tt0000332	1	nm0349785	director	\N	\N
tt0000333	1	nm0349785	director	\N	\N
tt0000334	1	nm0349785	director	\N	\N
tt0000335	1	nm1010955	actress	\N	\N
tt0000335	2	nm1012612	actor	\N	\N
tt0000335	3	nm1011210	actor	\N	\N
tt0000335	4	nm1012621	actor	\N	\N
tt0000335	5	nm0675239	actor	\N	"[""Lion""]"
tt0000335	6	nm0675260	actor	\N	"[""Lion""]"
tt0000335	7	nm0095714	director	\N	\N
tt0000335	8	nm0675140	director	\N	\N
tt0000336	1	nm0349785	director	\N	\N
tt0000337	1	nm0525910	producer	producer	\N
tt0000338	1	nm0349785	director	\N	\N
tt0000339	1	nm0349785	director	\N	\N
tt0000340	1	nm0542567	actor	\N	"[""Uncle Josh""]"
tt0000340	2	nm0692105	director	\N	\N
tt0000341	1	nm0542567	actor	\N	"[""Uncle Josh""]"
tt0000341	2	nm0692105	director	\N	\N
tt0000341	3	nm0692105	cinematographer	\N	\N
tt0000342	1	nm0349785	director	\N	\N
tt0000343	1	nm0349785	director	\N	\N
tt0000344	1	nm0349785	director	\N	\N
tt0000345	1	nm0349785	director	\N	\N
tt0000346	1	nm0692105	director	\N	\N
tt0000346	2	nm0692105	cinematographer	\N	\N
tt0000347	1	nm0168621	actor	\N	\N
tt0000347	2	nm0035502	cinematographer	\N	\N
tt0000348	1	nm0349785	director	\N	\N
tt0000349	1	nm0095816	director	\N	\N
tt0000349	2	nm0666972	producer	producer	\N
tt0000350	1	nm0666972	director	\N	\N
tt0000350	2	nm0666972	producer	producer	\N
tt0000351	1	nm0462306	actress	\N	\N
tt0000351	2	nm0815907	actress	\N	\N
tt0000351	3	nm0349785	director	\N	\N
tt0000352	1	nm0692105	director	\N	\N
tt0000354	1	nm0182052	director	\N	\N
tt0000355	1	nm0932055	director	\N	\N
tt0000355	2	nm0932055	producer	producer	\N
tt0000355	3	nm0932055	cinematographer	\N	\N
tt0000356	1	nm0349785	director	\N	\N
tt0000357	1	nm0095816	director	\N	\N
tt0000357	2	nm0666972	producer	producer	\N
tt0000358	1	nm0509806	actor	\N	\N
tt0000358	2	nm1778194	actor	\N	\N
tt0000358	3	nm0954087	actor	\N	\N
tt0000358	4	nm0954087	director	\N	\N
tt0000358	5	nm0954087	writer	\N	\N
tt0000358	6	nm0954087	cinematographer	\N	\N
tt0000359	1	nm0617588	actor	\N	"[""The Chemist""]"
tt0000359	2	nm0617588	actor	\N	"[""The India Rubber Head""]"
tt0000360	1	nm0462306	actress	\N	"[""La Grisette""]"
tt0000360	2	nm0815907	actress	\N	"[""Le Hussard""]"
tt0000360	3	nm0349785	director	\N	\N
tt0000361	1	nm0349785	director	\N	\N
tt0000362	1	nm0349785	director	\N	\N
tt0000363	1	nm0095816	director	\N	\N
tt0000363	2	nm0095816	writer	\N	\N
tt0000363	3	nm0666972	producer	producer	\N
tt0000364	1	nm0692105	director	\N	\N
tt0000364	2	nm0692105	cinematographer	\N	\N
tt0000364	3	nm0924920	cinematographer	\N	\N
tt0000365	1	nm0182052	director	\N	\N
tt0000366	1	nm0182052	director	\N	\N
tt0000367	1	nm0349785	director	\N	\N
tt0000368	1	nm1089829	actress	\N	"[""Little Red Riding Hood""]"
tt0000368	2	nm0617588	director	\N	\N
tt0000368	3	nm0674518	writer	"story ""Le petit chaperon rouge"""	\N
tt0000369	1	nm0005717	director	\N	\N
tt0000369	2	nm0005717	cinematographer	\N	\N
tt0000370	1	nm8709803	actor	\N	"[""Ebenezer Scrooge""]"
tt0000370	2	nm0095816	director	\N	\N
tt0000370	3	nm1304340	writer	play 'Scrooge'	\N
tt0000370	4	nm0002042	writer	"novel ""A Christmas Carol"""	\N
tt0000370	5	nm0666972	producer	producer	\N
tt0000371	1	nm0349785	director	\N	\N
tt0000372	1	nm0349785	director	\N	\N
tt0000373	1	nm0954087	director	\N	\N
tt0000374	1	nm0349785	director	\N	\N
tt0000375	1	nm0182052	director	\N	\N
tt0000376	1	nm0617272	actress	\N	"[""Salome""]"
tt0000376	2	nm0086082	actress	\N	\N
tt0000376	3	nm0632577	actress	\N	\N
tt0000376	4	nm0631776	actress	\N	\N
tt0000376	5	nm0078562	actress	\N	"[""Táncos""]"
tt0000376	6	nm0051042	actress	\N	\N
tt0000376	7	nm0466448	actor	\N	\N
tt0000376	8	nm0373707	actor	\N	\N
tt0000376	9	nm0892975	actor	\N	\N
tt0000376	10	nm8355538	actress	\N	\N
tt0000376	11	nm0958169	director	\N	\N
tt0000376	12	nm0670740	writer	\N	\N
tt0000376	13	nm0449435	composer	\N	\N
tt0000376	14	nm0958169	cinematographer	\N	\N
tt0000377	1	nm0095816	director	\N	\N
tt0000377	2	nm0666972	producer	producer	\N
tt0000378	1	nm0462306	actress	\N	\N
tt0000378	2	nm0815907	actress	\N	\N
tt0000378	3	nm0349785	director	\N	\N
tt0000379	1	nm0005717	director	\N	\N
tt0000379	2	nm0005717	cinematographer	\N	\N
tt0000380	1	nm0674518	writer	tale	\N
tt0000381	1	nm0168621	actor	\N	\N
tt0000381	2	nm0002615	producer	producer	\N
tt0000382	1	nm0005717	director	\N	\N
tt0000382	2	nm0005717	cinematographer	\N	\N
tt0000383	1	nm0005717	director	\N	\N
tt0000383	2	nm0005717	cinematographer	\N	\N
tt0000384	1	nm0349785	director	\N	\N
tt0000385	1	nm0349785	director	\N	\N
tt0000386	1	nm0349785	director	\N	\N
tt0000387	1	nm5394591	actor	\N	"[""Attendant Bearing King Edward's Sword""]"
tt0000387	2	nm0617588	director	\N	\N
tt0000387	3	nm0881616	director	\N	\N
tt0000388	1	nm0260089	actress	\N	\N
tt0000388	2	nm0349785	director	\N	\N
tt0000389	1	nm0349785	director	\N	\N
tt0000390	1	nm0349785	director	\N	\N
tt0000391	1	nm0349785	director	\N	\N
tt0000392	1	nm0095816	director	\N	\N
tt0000392	2	nm0666972	producer	producer	\N
tt0000393	1	nm0349785	director	\N	\N
tt0000394	1	nm0349785	director	\N	\N
tt0000395	1	nm0349785	director	\N	\N
tt0000396	1	nm0349785	director	\N	\N
tt0000397	1	nm0349785	director	\N	\N
tt0000398	1	nm0349785	director	\N	\N
tt0000399	1	nm0924920	actor	\N	"[""Farmer""]"
tt0000399	2	nm0925513	actor	\N	"[""Jack""]"
tt0000399	3	nm2092030	director	\N	\N
tt0000399	4	nm0692105	director	\N	\N
tt0000399	5	nm0692105	cinematographer	\N	\N
tt0000400	1	nm0349785	director	\N	\N
tt0000401	1	nm0349785	director	\N	\N
tt0000402	1	nm0338379	actor	\N	\N
tt0000402	2	nm0808310	director	\N	\N
tt0000402	3	nm0808310	producer	producer	\N
tt0000403	1	nm0349785	director	\N	\N
tt0000404	1	nm0349785	director	\N	\N
tt0000405	1	nm0349785	director	\N	\N
tt0000406	1	nm0035502	cinematographer	\N	\N
tt0000407	1	nm0005717	director	\N	\N
tt0000407	2	nm0005717	cinematographer	\N	\N
tt0000408	1	nm0349785	director	\N	\N
tt0000409	1	nm0349785	actress	\N	\N
tt0000409	2	nm4905952	actress	\N	\N
tt0000409	3	nm4906549	actress	\N	\N
tt0000409	4	nm0349785	director	\N	\N
tt0000409	5	nm0349785	producer	producer	\N
tt0000411	1	nm0349785	director	\N	\N
tt0000412	1	nm0555522	director	\N	\N
tt0000412	2	nm0555522	cinematographer	\N	\N
tt0000413	1	nm0617588	actor	\N	"[""The Blonde Miser""]"
tt0000413	2	nm0617588	actor	\N	"[""Thief""]"
tt0000413	3	nm0617588	director	\N	\N
tt0000413	4	nm0617588	writer	\N	\N
tt0000413	5	nm0617588	producer	producer	\N
tt0000414	1	nm0542567	actor	\N	"[""Uncle Josh""]"
tt0000414	2	nm0692105	director	\N	\N
tt0000414	3	nm0692105	cinematographer	\N	\N
tt0000415	1	nm0349785	director	\N	\N
tt0000416	1	nm0954087	director	\N	\N
tt0000416	2	nm0954087	writer	\N	\N
tt0000416	3	nm0957652	writer	"novel ""L'Assommoir"""	\N
tt0000417	1	nm0617588	actor	\N	"[""Prof. Barbenfouillis""]"
tt0000417	2	nm0617588	actor	\N	"[""The Moon""]"
tt0000417	3	nm0029244	actor	\N	"[""Astronomer - Nostradamus""]"
tt0000417	4	nm0076933	actress	\N	"[""Lady in the Moon""]"
tt0000417	5	nm1215996	actor	\N	"[""Astronomer- Alcofrisbas""]"
tt0000417	6	nm0194945	actress	\N	"[""Secretary""]"
tt0000417	7	nm0194945	actress	\N	"[""Star""]"
tt0000417	8	nm0194945	actress	\N	"[""Rocket Attendant""]"
tt0000417	9	nm0216378	actor	\N	"[""Captain of the Rocket""]"
tt0000417	10	nm0220092	actor	\N	"[""Astronomer - Micromegas""]"
tt0000417	11	nm1216405	actor	\N	"[""Astronomer - Parafaragaramus""]"
tt0000417	12	nm1216905	actor	\N	"[""Astronomer - Omega""]"
tt0000417	13	nm2083046	actor	\N	"[""Officer of the Marines""]"
tt0000417	14	nm0617588	producer	producer	\N
tt0000417	15	nm0242155	composer	composer	\N
tt0000417	16	nm0324073	composer	composer	\N
tt0000417	17	nm4491570	composer	composer	\N
tt0000418	1	nm0353576	director	\N	\N
tt0000419	1	nm0349785	director	\N	\N
tt0000420	1	nm0164281	actress	\N	"[""Alice""]"
tt0000420	2	nm0378408	actor	\N	"[""Frog""]"
tt0000420	3	nm1012587	actor	\N	"[""Large Dog""]"
tt0000420	4	nm0265714	actor	\N	"[""Card""]"
tt0000420	5	nm1539007	actor	\N	"[""Card""]"
tt0000420	6	nm1539443	actress	\N	"[""White Rabbit""]"
tt0000420	7	nm1539443	actress	\N	"[""Queen""]"
tt0000420	8	nm0926498	actor	\N	"[""Fish""]"
tt0000420	9	nm0926498	actor	\N	"[""Mad Hatter""]"
tt0000420	10	nm0378408	director	\N	\N
tt0000420	11	nm0832948	director	\N	\N
tt0000420	12	nm0140902	writer	"novel ""Alice's Adventures in Wonderland"""	\N
tt0000420	13	nm0378408	writer	writer	\N
tt0000420	14	nm0378408	producer	producer	\N
tt0000420	15	nm0378408	cinematographer	\N	\N
tt0000421	1	nm0954087	actor	\N	\N
tt0000421	2	nm0349785	director	\N	\N
tt0000422	1	nm0954087	actor	\N	"[""Traveler""]"
tt0000422	2	nm0349785	director	\N	\N
tt0000423	1	nm0617588	actor	\N	\N
tt0000424	1	nm0349785	director	\N	\N
tt0000425	1	nm0168621	actor	\N	\N
tt0000425	2	nm0783152	producer	producer	\N
tt0000426	1	nm0168621	actor	\N	\N
tt0000426	2	nm0002615	producer	producer	\N
tt0000427	1	nm0349785	director	\N	\N
tt0000428	1	nm0005717	director	\N	\N
tt0000428	2	nm0005717	cinematographer	\N	\N
tt0000429	1	nm0349785	director	\N	\N
tt0000430	1	nm10102653	actor	\N	"[""Chess Player""]"
tt0000430	2	nm0666972	director	\N	\N
tt0000430	3	nm0666972	producer	producer	\N
tt0000431	1	nm0349785	director	\N	\N
tt0000432	1	nm0954087	actor	\N	\N
tt0000432	2	nm0349785	director	\N	\N
tt0000433	1	nm0349785	director	\N	\N
tt0000434	1	nm2940350	actress	\N	"[""Dorothy""]"
tt0000434	2	nm0808310	director	\N	\N
tt0000434	3	nm0808310	producer	producer	\N
tt0000435	1	nm0349785	director	\N	\N
tt0000436	1	nm0095816	director	\N	\N
tt0000436	2	nm0666972	director	\N	\N
tt0000436	3	nm0666972	producer	producer	\N
tt0000437	1	nm0349785	director	\N	\N
tt0000438	1	nm0349785	director	\N	\N
tt0000439	1	nm0001908	actor	\N	"[""Bandit""]"
tt0000439	2	nm0001908	actor	\N	"[""Shot Passenger""]"
tt0000439	3	nm0001908	actor	\N	"[""Tenderfoot Dancer""]"
tt0000439	4	nm0007625	actor	\N	"[""Sheriff""]"
tt0000439	5	nm0055607	actor	\N	\N
tt0000439	6	nm0055661	actor	\N	"[""Bandit Who Fires at Camera""]"
tt0000439	7	nm0131750	actor	\N	"[""Sheriff""]"
tt0000439	8	nm2313241	actor	\N	"[""Fourth Bandit""]"
tt0000439	9	nm0302368	actor	\N	"[""Little Boy""]"
tt0000439	10	nm7715443	actor	\N	"[""Child""]"
tt0000439	11	nm0359294	actor	\N	"[""Bandit""]"
tt0000439	12	nm3128574	actor	\N	"[""Bandit""]"
tt0000439	13	nm0692105	producer	producer	\N
tt0000439	14	nm0807466	cinematographer	\N	\N
tt0000440	1	nm0617588	actor	\N	"[""Musketeer""]"
tt0000441	1	nm0159015	director	\N	\N
tt0000441	2	nm0842605	writer	"novel ""The Travels of Gulliver"""	\N
tt0000441	3	nm0159015	writer	\N	\N
tt0000441	4	nm0159015	cinematographer	\N	\N
tt0000442	1	nm0622273	actress	\N	"[""Barnemordersken""]"
tt0000442	2	nm1854449	actor	\N	\N
tt0000442	3	nm0253298	director	\N	\N
tt0000442	4	nm1856940	writer	writer	\N
tt0000442	5	nm1857036	writer	writer	\N
tt0000442	6	nm0253298	producer	producer	\N
tt0000442	7	nm0253298	cinematographer	\N	\N
tt0000443	1	nm0742777	director	\N	\N
tt0000443	2	nm3887135	writer	scenario	\N
tt0000443	3	nm0519303	writer	"poem ""The Song of Hiawatha"""	\N
tt0000443	4	nm0742777	producer	producer	\N
tt0000443	5	nm0742777	cinematographer	\N	\N
tt0000444	1	nm0954087	actor	\N	"[""Magician""]"
tt0000444	2	nm0349785	director	\N	\N
tt0000445	1	nm0349785	director	\N	\N
tt0000446	1	nm0567363	director	\N	\N
tt0000447	1	nm0692105	actor	\N	"[""Policeman""]"
tt0000447	2	nm0891119	actress	\N	"[""The Girl""]"
tt0000447	3	nm0924475	actor	\N	"[""The Fireman""]"
tt0000447	4	nm0924920	actor	\N	"[""Fire Chief""]"
tt0000448	1	nm0349785	director	\N	\N
tt0000449	1	nm0349785	director	\N	\N
tt0000450	1	nm0349785	director	\N	\N
tt0000451	1	nm0809419	actress	\N	"[""Mary Jane""]"
tt0000451	2	nm0808310	director	\N	\N
tt0000451	3	nm0808310	producer	producer	\N
tt0000452	1	nm0001908	actor	\N	"[""Messenger Boy""]"
tt0000452	2	nm0692105	director	\N	\N
tt0000452	3	nm0692105	cinematographer	\N	\N
tt0000453	1	nm0349785	director	\N	\N
tt0000454	1	nm0349785	director	\N	\N
tt0000455	1	nm0617588	actor	\N	"[""The Melomaniac""]"
tt0000455	2	nm0617588	director	\N	\N
tt0000456	1	nm0005658	cinematographer	\N	\N
tt0000457	1	nm0349785	director	\N	\N
tt0000458	1	nm0349785	director	\N	\N
tt0000459	1	nm0692105	cinematographer	\N	\N
tt0000460	1	nm0567363	director	\N	\N
tt0000461	1	nm0349785	director	\N	\N
tt0000462	1	nm0349785	director	\N	\N
tt0000463	1	nm0005717	director	\N	\N
tt0000463	2	nm0005717	cinematographer	\N	\N
tt0000464	1	nm0420198	actor	\N	"[""Rip Van Winkle""]"
tt0000465	1	nm0617588	actor	\N	"[""Prince Bel-Azor""]"
tt0000465	2	nm9473330	actress	\N	"[""Princess Azurine""]"
tt0000465	3	nm0076933	actress	\N	"[""Aurora""]"
tt0000465	4	nm0214243	actor	\N	"[""Role""]"
tt0000465	5	nm0243651	actor	\N	"[""Extra""]"
tt0000466	1	nm0349785	director	\N	\N
tt0000467	1	nm0349785	director	\N	\N
tt0000468	1	nm0349785	director	\N	\N
tt0000469	1	nm0808310	director	\N	\N
tt0000469	2	nm0808310	producer	producer	\N
tt0000470	1	nm0349785	director	\N	\N
tt0000471	1	nm0832952	writer	"novel ""Uncle Tom's Cabin"""	\N
tt0000472	1	nm10342565	actor	\N	"[""Arthur Shelby""]"
tt0000472	2	nm0002615	actor	\N	"[""Simon Legree""]"
tt0000472	3	nm0002615	director	\N	\N
tt0000472	4	nm0832952	writer	"novel ""Uncle Tom's Cabin"""	\N
tt0000472	5	nm0002615	producer	producer	\N
tt0000473	1	nm0349785	director	\N	\N
tt0000474	1	nm0349785	director	\N	\N
tt0000475	1	nm3345408	actor	\N	\N
tt0000475	2	nm0095816	director	\N	\N
tt0000475	3	nm0666972	producer	producer	\N
tt0000476	1	nm0349785	director	\N	\N
tt0000477	1	nm5121267	actor	\N	\N
tt0000477	2	nm5121475	actor	\N	\N
tt0000477	3	nm1597962	actor	\N	\N
tt0000477	4	nm0349785	director	\N	\N
tt0000478	1	nm0172118	director	\N	\N
tt0000479	1	nm0666972	director	\N	\N
tt0000479	2	nm0666972	producer	producer	\N
tt0000480	1	nm0617588	actor	\N	\N
tt0000480	2	nm0617588	director	\N	\N
tt0000481	1	nm0666972	producer	producer	\N
tt0000482	1	nm0349785	director	\N	\N
tt0000483	1	nm0349785	director	\N	\N
tt0000484	1	nm0349785	director	\N	\N
tt0000485	1	nm0349785	director	\N	\N
tt0000486	1	nm0659947	actor	\N	"[""Monsieur Beaucaire""]"
tt0000486	2	nm1173635	actor	\N	\N
tt0000486	3	nm0069325	actress	\N	\N
tt0000486	4	nm0085865	actor	\N	\N
tt0000486	5	nm0085870	actress	\N	\N
tt0000486	6	nm0085865	director	\N	\N
tt0000486	7	nm0850483	writer	novel	\N
tt0000487	1	nm0523316	actress	\N	"[""Little Girl (Telegrapher's daughter)""]"
tt0000487	2	nm0002615	director	\N	\N
tt0000487	3	nm0002615	producer	producer	\N
tt0000487	4	nm0292418	cinematographer	\N	\N
tt0000488	1	nm0298300	actor	\N	"[""Joe, the Newsboy""]"
tt0000488	2	nm0065035	actress	\N	"[""Joe's Grandmother""]"
tt0000488	3	nm0250480	actor	\N	"[""Manager of the Fresh Air Fund""]"
tt0000488	4	nm0422465	actress	\N	"[""Committee Woman""]"
tt0000488	5	nm0588295	actress	\N	"[""Committee Woman""]"
tt0000488	6	nm1096358	actress	\N	"[""Committee Woman""]"
tt0000488	7	nm0259860	actress	\N	"[""Committee Woman""]"
tt0000488	8	nm0177886	actor	\N	"[""The Minister""]"
tt0000488	9	nm0789748	director	\N	\N
tt0000488	10	nm0794919	writer	\N	\N
tt0000489	1	nm0349785	director	\N	\N
tt0000490	1	nm0349785	director	\N	\N
tt0000491	1	nm0005658	cinematographer	\N	\N
tt0000492	1	nm0567363	director	\N	\N
tt0000492	2	nm0005658	cinematographer	\N	\N
tt0000493	1	nm0349785	director	\N	\N
tt0000494	1	nm0349785	director	\N	\N
tt0000495	1	nm0954087	director	\N	\N
tt0000495	2	nm0159015	cinematographer	\N	\N
tt0000496	1	nm0007625	cinematographer	\N	\N
tt0000496	2	nm0692105	cinematographer	\N	\N
tt0000498	1	nm1012587	actor	\N	"[""Rover the dog""]"
tt0000498	2	nm0164281	actress	\N	"[""Nursemaid""]"
tt0000498	3	nm0378407	actress	\N	"[""The baby""]"
tt0000498	4	nm0378408	actor	\N	"[""Harassed father""]"
